,Station,Air Quality,O3 Quality,O3 µg/m3,NO2 Quality,NO2 µg/m3,PM10 Quality,PM10 µg/m3,Date Time,Generated Date,Generated Time,Week Day
3224,Sants,Good,,,Good,38.0,,,1542485102,17/11/18,21:00,Saturday
3225,Eixample,Good,Good,16.0,Good,60.0,Good,29.0,1542485102,17/11/18,21:00,Saturday
3226,Gràcia,,,,,,,,1542485102,17/11/18,21:00,Saturday
3227,Ciutadella,Good,Good,29.0,Good,37.0,,,1542485102,17/11/18,21:00,Saturday
3228,Vall Hebron,Good,Good,33.0,Good,35.0,Good,21.0,1542485102,17/11/18,21:00,Saturday
3229,Palau Reial,Good,Good,43.0,Good,18.0,Good,21.0,1542485102,17/11/18,21:00,Saturday
3230,Poblenou,Good,,,Good,43.0,Good,23.0,1542485102,17/11/18,21:00,Saturday
3231,Observ Fabra,Good,Good,68.0,Good,11.0,Good,19.0,1542485102,17/11/18,21:00,Saturday
3232,Sants,Good,,,Good,34.0,,,1542488701,17/11/18,22:00,Saturday
3233,Eixample,Good,Good,8.0,Good,68.0,Good,28.0,1542488701,17/11/18,22:00,Saturday
3234,Gràcia,,,,,,,,1542488701,17/11/18,22:00,Saturday
3235,Ciutadella,Good,Good,24.0,Good,44.0,,,1542488701,17/11/18,22:00,Saturday
3236,Vall Hebron,Good,Good,42.0,Good,24.0,Good,20.0,1542488701,17/11/18,22:00,Saturday
3237,Palau Reial,Good,Good,47.0,Good,17.0,Good,20.0,1542488701,17/11/18,22:00,Saturday
3238,Poblenou,Good,,,Good,50.0,Good,22.0,1542488701,17/11/18,22:00,Saturday
3239,Observ Fabra,Good,Good,69.0,Good,8.0,Good,18.0,1542488701,17/11/18,22:00,Saturday
3240,Sants,Good,,,Good,35.0,,,1542492302,17/11/18,23:00,Saturday
3241,Eixample,Good,Good,10.0,Good,66.0,Good,28.0,1542492302,17/11/18,23:00,Saturday
3242,Gràcia,Good,Good,24.0,Good,44.0,,,1542492302,17/11/18,23:00,Saturday
3243,Ciutadella,Good,Good,36.0,Good,32.0,,,1542492302,17/11/18,23:00,Saturday
3244,Vall Hebron,Good,Good,44.0,Good,24.0,Good,20.0,1542492302,17/11/18,23:00,Saturday
3245,Palau Reial,Good,Good,48.0,Good,15.0,Good,20.0,1542492302,17/11/18,23:00,Saturday
3246,Poblenou,Good,,,Good,51.0,Good,22.0,1542492302,17/11/18,23:00,Saturday
3247,Observ Fabra,Good,Good,68.0,Good,6.0,Good,18.0,1542492302,17/11/18,23:00,Saturday
3248,Sants,Good,,,Good,29.0,,,1542495902,18/11/18,0:00,Sunday
3249,Eixample,Good,Good,20.0,Good,54.0,Good,27.0,1542495902,18/11/18,0:00,Sunday
3250,Gràcia,Good,Good,30.0,Good,35.0,,,1542495902,18/11/18,0:00,Sunday
3251,Ciutadella,Good,Good,32.0,Good,34.0,,,1542495902,18/11/18,0:00,Sunday
3252,Vall Hebron,Good,Good,42.0,Good,23.0,Good,20.0,1542495902,18/11/18,0:00,Sunday
3253,Palau Reial,Good,Good,48.0,Good,14.0,Good,20.0,1542495902,18/11/18,0:00,Sunday
3254,Poblenou,Good,,,Good,38.0,Good,21.0,1542495902,18/11/18,0:00,Sunday
3255,Observ Fabra,Good,Good,68.0,Good,9.0,Good,18.0,1542495902,18/11/18,0:00,Sunday
3256,Sants,Good,,,Good,28.0,,,1542499501,18/11/18,1:00,Sunday
3257,Eixample,Good,Good,34.0,Good,35.0,Good,26.0,1542499501,18/11/18,1:00,Sunday
3258,Gràcia,Good,Good,23.0,Good,40.0,,,1542499501,18/11/18,1:00,Sunday
3259,Ciutadella,Good,Good,49.0,Good,18.0,,,1542499501,18/11/18,1:00,Sunday
3260,Vall Hebron,Good,Good,44.0,Good,21.0,Good,19.0,1542499501,18/11/18,1:00,Sunday
3261,Palau Reial,Good,Good,44.0,Good,16.0,Good,19.0,1542499501,18/11/18,1:00,Sunday
3262,Poblenou,Good,,,Good,14.0,Good,20.0,1542499501,18/11/18,1:00,Sunday
3263,Observ Fabra,Good,Good,66.0,Good,9.0,Good,17.0,1542499501,18/11/18,1:00,Sunday
3264,Sants,Good,,,Good,23.0,,,1542503102,18/11/18,2:00,Sunday
3265,Eixample,Good,Good,24.0,Good,46.0,Good,25.0,1542503102,18/11/18,2:00,Sunday
3266,Gràcia,Good,Good,40.0,Good,25.0,,,1542503102,18/11/18,2:00,Sunday
3267,Ciutadella,Good,Good,44.0,Good,20.0,,,1542503102,18/11/18,2:00,Sunday
3268,Vall Hebron,Good,Good,47.0,Good,19.0,Good,19.0,1542503102,18/11/18,2:00,Sunday
3269,Palau Reial,Good,Good,47.0,Good,13.0,Good,18.0,1542503102,18/11/18,2:00,Sunday
3270,Poblenou,Good,,,Good,27.0,Good,20.0,1542503102,18/11/18,2:00,Sunday
3271,Observ Fabra,Good,Good,71.0,Good,7.0,Good,17.0,1542503102,18/11/18,2:00,Sunday
3272,Sants,Good,,,Good,22.0,,,1542506702,18/11/18,3:00,Sunday
3273,Eixample,Good,Good,38.0,Good,36.0,Good,25.0,1542506702,18/11/18,3:00,Sunday
3274,Gràcia,Good,Good,53.0,Good,16.0,,,1542506702,18/11/18,3:00,Sunday
3275,Ciutadella,Good,Good,59.0,Good,9.0,,,1542506702,18/11/18,3:00,Sunday
3276,Vall Hebron,Good,Good,51.0,Good,18.0,Good,18.0,1542506702,18/11/18,3:00,Sunday
3277,Palau Reial,Good,Good,49.0,Good,13.0,Good,18.0,1542506702,18/11/18,3:00,Sunday
3278,Poblenou,Good,,,Good,15.0,Good,19.0,1542506702,18/11/18,3:00,Sunday
3279,Observ Fabra,Good,Good,70.0,Good,7.0,Good,16.0,1542506702,18/11/18,3:00,Sunday
3280,Sants,Good,,,Good,17.0,,,1542510302,18/11/18,4:00,Sunday
3281,Eixample,Good,Good,37.0,Good,34.0,Good,24.0,1542510302,18/11/18,4:00,Sunday
3282,Gràcia,Good,Good,55.0,Good,13.0,,,1542510302,18/11/18,4:00,Sunday
3283,Ciutadella,Good,Good,57.0,Good,10.0,,,1542510302,18/11/18,4:00,Sunday
3284,Vall Hebron,Good,Good,54.0,Good,12.0,Good,18.0,1542510302,18/11/18,4:00,Sunday
3285,Palau Reial,Good,Good,53.0,Good,9.0,Good,18.0,1542510302,18/11/18,4:00,Sunday
3286,Poblenou,Good,,,Good,14.0,Good,19.0,1542510302,18/11/18,4:00,Sunday
3287,Observ Fabra,Good,Good,73.0,Good,6.0,Good,16.0,1542510302,18/11/18,4:00,Sunday
3288,Sants,Good,,,Good,13.0,,,1542513902,18/11/18,5:00,Sunday
3289,Eixample,Good,Good,40.0,Good,30.0,Good,24.0,1542513902,18/11/18,5:00,Sunday
3290,Gràcia,Good,Good,56.0,Good,11.0,,,1542513902,18/11/18,5:00,Sunday
3291,Ciutadella,Good,Good,63.0,Good,7.0,,,1542513902,18/11/18,5:00,Sunday
3292,Vall Hebron,Good,Good,47.0,Good,17.0,Good,18.0,1542513902,18/11/18,5:00,Sunday
3293,Palau Reial,Good,Good,47.0,Good,11.0,Good,17.0,1542513902,18/11/18,5:00,Sunday
3294,Poblenou,Good,,,Good,11.0,Good,19.0,1542513902,18/11/18,5:00,Sunday
3295,Observ Fabra,Good,Good,71.0,Good,7.0,Good,15.0,1542513902,18/11/18,5:00,Sunday
3296,Sants,Good,,,Good,9.0,,,1542517501,18/11/18,6:00,Sunday
3297,Eixample,Good,Good,51.0,Good,18.0,Good,23.0,1542517501,18/11/18,6:00,Sunday
3298,Gràcia,Good,Good,62.0,Good,6.0,,,1542517501,18/11/18,6:00,Sunday
3299,Ciutadella,Good,Good,63.0,Good,9.0,,,1542517501,18/11/18,6:00,Sunday
3300,Vall Hebron,Good,Good,62.0,Good,8.0,Good,17.0,1542517501,18/11/18,6:00,Sunday
3301,Palau Reial,Good,Good,57.0,Good,4.0,Good,17.0,1542517501,18/11/18,6:00,Sunday
3302,Poblenou,Good,,,Good,13.0,Good,18.0,1542517501,18/11/18,6:00,Sunday
3303,Observ Fabra,Good,Good,73.0,Good,4.0,Good,15.0,1542517501,18/11/18,6:00,Sunday
3304,Sants,Good,,,Good,10.0,,,1542521102,18/11/18,7:00,Sunday
3305,Eixample,Good,Good,51.0,Good,18.0,Good,23.0,1542521102,18/11/18,7:00,Sunday
3306,Gràcia,Good,Good,54.0,Good,11.0,,,1542521102,18/11/18,7:00,Sunday
3307,Ciutadella,Good,Good,54.0,Good,13.0,,,1542521102,18/11/18,7:00,Sunday
3308,Vall Hebron,Good,Good,59.0,Good,9.0,Good,16.0,1542521102,18/11/18,7:00,Sunday
3309,Palau Reial,Good,Good,56.0,Good,5.0,Good,16.0,1542521102,18/11/18,7:00,Sunday
3310,Poblenou,Good,,,Good,11.0,Good,18.0,1542521102,18/11/18,7:00,Sunday
3311,Observ Fabra,Good,Good,75.0,Good,4.0,Good,14.0,1542521102,18/11/18,7:00,Sunday
3312,Sants,Good,,,Good,12.0,,,1542524702,18/11/18,8:00,Sunday
3313,Eixample,Good,Good,51.0,Good,18.0,Good,24.0,1542524702,18/11/18,8:00,Sunday
3314,Gràcia,Good,Good,55.0,Good,11.0,,,1542524702,18/11/18,8:00,Sunday
3315,Ciutadella,Good,Good,57.0,Good,11.0,,,1542524702,18/11/18,8:00,Sunday
3316,Vall Hebron,Good,Good,56.0,Good,12.0,Good,16.0,1542524702,18/11/18,8:00,Sunday
3317,Palau Reial,Good,Good,53.0,Good,7.0,Good,16.0,1542524702,18/11/18,8:00,Sunday
3318,Poblenou,Good,,,Good,13.0,Good,18.0,1542524702,18/11/18,8:00,Sunday
3319,Observ Fabra,Good,Good,74.0,Good,5.0,Good,14.0,1542524702,18/11/18,8:00,Sunday
3320,Sants,Good,,,Good,12.0,,,1542528302,18/11/18,9:00,Sunday
3321,Eixample,Good,,,,,Good,24.0,1542528302,18/11/18,9:00,Sunday
3322,Gràcia,Good,Good,55.0,Good,12.0,,,1542528302,18/11/18,9:00,Sunday
3323,Ciutadella,Good,Good,54.0,Good,17.0,,,1542528302,18/11/18,9:00,Sunday
3324,Vall Hebron,Good,Good,61.0,Good,9.0,Good,15.0,1542528302,18/11/18,9:00,Sunday
3325,Palau Reial,Good,Good,58.0,Good,5.0,Good,15.0,1542528302,18/11/18,9:00,Sunday
3326,Poblenou,Good,,,Good,16.0,Good,17.0,1542528302,18/11/18,9:00,Sunday
3327,Observ Fabra,Good,Good,77.0,Good,4.0,Good,13.0,1542528302,18/11/18,9:00,Sunday
3328,Sants,Good,,,Good,16.0,,,1542531902,18/11/18,10:00,Sunday
3329,Eixample,Good,Good,39.0,Good,29.0,Good,21.0,1542531902,18/11/18,10:00,Sunday
3330,Gràcia,Good,Good,46.0,Good,20.0,,,1542531902,18/11/18,10:00,Sunday
3331,Ciutadella,Good,Good,61.0,Good,12.0,,,1542531902,18/11/18,10:00,Sunday
3332,Vall Hebron,Good,Good,49.0,Good,19.0,Good,15.0,1542531902,18/11/18,10:00,Sunday
3333,Palau Reial,Good,Good,55.0,Good,8.0,Good,14.0,1542531902,18/11/18,10:00,Sunday
3334,Poblenou,Good,,,Good,12.0,Good,17.0,1542531902,18/11/18,10:00,Sunday
3335,Observ Fabra,Good,Good,73.0,Good,7.0,Good,12.0,1542531902,18/11/18,10:00,Sunday
3336,Sants,Good,,,Good,15.0,,,1542535501,18/11/18,11:00,Sunday
3337,Eixample,Good,Good,41.0,Good,27.0,Good,20.0,1542535501,18/11/18,11:00,Sunday
3338,Gràcia,Good,Good,47.0,Good,19.0,,,1542535501,18/11/18,11:00,Sunday
3339,Ciutadella,Good,Good,44.0,Good,22.0,,,1542535501,18/11/18,11:00,Sunday
3340,Vall Hebron,Good,Good,56.0,Good,13.0,Good,14.0,1542535501,18/11/18,11:00,Sunday
3341,Palau Reial,Good,Good,57.0,Good,6.0,Good,13.0,1542535501,18/11/18,11:00,Sunday
3342,Poblenou,Good,,,Good,22.0,Good,16.0,1542535501,18/11/18,11:00,Sunday
3343,Observ Fabra,Good,Good,75.0,Good,3.0,Good,11.0,1542535501,18/11/18,11:00,Sunday
3344,Sants,Good,,,Good,19.0,,,1542539102,18/11/18,12:00,Sunday
3345,Eixample,Good,Good,37.0,Good,32.0,Good,18.0,1542539102,18/11/18,12:00,Sunday
3346,Gràcia,Good,Good,42.0,Good,23.0,,,1542539102,18/11/18,12:00,Sunday
3347,Ciutadella,Good,Good,53.0,Good,16.0,,,1542539102,18/11/18,12:00,Sunday
3348,Vall Hebron,Good,Good,51.0,Good,18.0,Good,13.0,1542539102,18/11/18,12:00,Sunday
3349,Palau Reial,Good,Good,54.0,Good,8.0,Good,13.0,1542539102,18/11/18,12:00,Sunday
3350,Poblenou,Good,,,Good,13.0,Good,15.0,1542539102,18/11/18,12:00,Sunday
3351,Observ Fabra,Good,Good,71.0,Good,7.0,Good,11.0,1542539102,18/11/18,12:00,Sunday
3352,Sants,Good,,,Good,15.0,,,1542542702,18/11/18,13:00,Sunday
3353,Eixample,Good,Good,55.0,Good,22.0,Good,17.0,1542542702,18/11/18,13:00,Sunday
3354,Gràcia,Good,Good,63.0,Good,11.0,,,1542542702,18/11/18,13:00,Sunday
3355,Ciutadella,Good,Good,57.0,Good,16.0,,,1542542702,18/11/18,13:00,Sunday
3356,Vall Hebron,Good,Good,52.0,Good,22.0,Good,12.0,1542542702,18/11/18,13:00,Sunday
3357,Palau Reial,Good,Good,57.0,Good,9.0,Good,12.0,1542542702,18/11/18,13:00,Sunday
3358,Poblenou,Good,,,Good,13.0,Good,14.0,1542542702,18/11/18,13:00,Sunday
3359,Observ Fabra,Good,Good,69.0,Good,8.0,Good,10.0,1542542702,18/11/18,13:00,Sunday
3360,Sants,Good,,,Good,15.0,,,1542546301,18/11/18,14:00,Sunday
3361,Eixample,Good,Good,46.0,Good,33.0,Good,17.0,1542546301,18/11/18,14:00,Sunday
3362,Gràcia,Good,Good,61.0,Good,14.0,,,1542546301,18/11/18,14:00,Sunday
3363,Ciutadella,Good,Good,58.0,Good,13.0,,,1542546301,18/11/18,14:00,Sunday
3364,Vall Hebron,Good,Good,61.0,Good,16.0,Good,11.0,1542546301,18/11/18,14:00,Sunday
3365,Palau Reial,Good,Good,57.0,Good,8.0,Good,11.0,1542546301,18/11/18,14:00,Sunday
3366,Poblenou,Good,,,Good,20.0,Good,14.0,1542546301,18/11/18,14:00,Sunday
3367,Observ Fabra,Good,Good,70.0,Good,9.0,Good,10.0,1542546301,18/11/18,14:00,Sunday
3368,Sants,Good,,,Good,15.0,,,1542549902,18/11/18,15:00,Sunday
3369,Eixample,Good,Good,43.0,Good,36.0,Good,15.0,1542549902,18/11/18,15:00,Sunday
3370,Gràcia,Good,Good,59.0,Good,17.0,,,1542549902,18/11/18,15:00,Sunday
3371,Ciutadella,Good,Good,56.0,Good,17.0,,,1542549902,18/11/18,15:00,Sunday
3372,Vall Hebron,Good,Good,59.0,Good,19.0,Good,10.0,1542549902,18/11/18,15:00,Sunday
3373,Palau Reial,Good,Good,57.0,Good,10.0,Good,11.0,1542549902,18/11/18,15:00,Sunday
3374,Poblenou,Good,,,Good,18.0,Good,13.0,1542549902,18/11/18,15:00,Sunday
3375,Observ Fabra,Good,Good,72.0,Good,9.0,Good,9.0,1542549902,18/11/18,15:00,Sunday
3376,Sants,,,,,,,,1542553502,18/11/18,16:00,Sunday
3377,Eixample,Good,Good,45.0,Good,37.0,Good,15.0,1542553502,18/11/18,16:00,Sunday
3378,Gràcia,Good,Good,59.0,Good,19.0,,,1542553502,18/11/18,16:00,Sunday
3379,Ciutadella,Good,Good,60.0,Good,14.0,,,1542553502,18/11/18,16:00,Sunday
3380,Vall Hebron,Good,Good,60.0,Good,18.0,Good,10.0,1542553502,18/11/18,16:00,Sunday
3381,Palau Reial,Good,Good,55.0,Good,12.0,Good,10.0,1542553502,18/11/18,16:00,Sunday
3382,Poblenou,Good,,,Good,26.0,Good,13.0,1542553502,18/11/18,16:00,Sunday
3383,Observ Fabra,Good,Good,70.0,Good,9.0,Good,8.0,1542553502,18/11/18,16:00,Sunday
3384,Sants,,,,,,,,1542557102,18/11/18,17:00,Sunday
3385,Eixample,Good,Good,52.0,Good,30.0,Good,15.0,1542557102,18/11/18,17:00,Sunday
3386,Gràcia,Good,Good,65.0,Good,15.0,,,1542557102,18/11/18,17:00,Sunday
3387,Ciutadella,Good,Good,70.0,Good,7.0,,,1542557102,18/11/18,17:00,Sunday
3388,Vall Hebron,Good,Good,69.0,Good,12.0,Good,9.0,1542557102,18/11/18,17:00,Sunday
3389,Palau Reial,Good,Good,59.0,Good,10.0,Good,9.0,1542557102,18/11/18,17:00,Sunday
3390,Poblenou,Good,,,Good,11.0,Good,13.0,1542557102,18/11/18,17:00,Sunday
3391,Observ Fabra,Good,Good,77.0,Good,8.0,Good,8.0,1542557102,18/11/18,17:00,Sunday
3392,Sants,,,,,,,,1542560702,18/11/18,18:00,Sunday
3393,Eixample,Good,Good,48.0,Good,38.0,Good,14.0,1542560702,18/11/18,18:00,Sunday
3394,Gràcia,Good,Good,65.0,Good,17.0,,,1542560702,18/11/18,18:00,Sunday
3395,Ciutadella,Good,Good,71.0,Good,7.0,,,1542560702,18/11/18,18:00,Sunday
3396,Vall Hebron,Good,Good,68.0,Good,14.0,Good,8.0,1542560702,18/11/18,18:00,Sunday
3397,Palau Reial,Good,Good,61.0,Good,9.0,Good,9.0,1542560702,18/11/18,18:00,Sunday
3398,Poblenou,Good,,,Good,9.0,Good,13.0,1542560702,18/11/18,18:00,Sunday
3399,Observ Fabra,Good,Good,80.0,Good,8.0,Good,7.0,1542560702,18/11/18,18:00,Sunday
3400,Sants,,,,,,,,1542564301,18/11/18,19:00,Sunday
3401,Eixample,Good,Good,49.0,Good,37.0,Good,14.0,1542564301,18/11/18,19:00,Sunday
3402,Gràcia,Good,Good,56.0,Good,24.0,,,1542564301,18/11/18,19:00,Sunday
3403,Ciutadella,Good,Good,67.0,Good,7.0,,,1542564301,18/11/18,19:00,Sunday
3404,Vall Hebron,Good,Good,51.0,Good,28.0,Good,8.0,1542564301,18/11/18,19:00,Sunday
3405,Palau Reial,Good,Good,53.0,Good,16.0,Good,9.0,1542564301,18/11/18,19:00,Sunday
3406,Poblenou,Good,,,Good,9.0,Good,12.0,1542564301,18/11/18,19:00,Sunday
3407,Observ Fabra,Good,Good,72.0,Good,13.0,Good,7.0,1542564301,18/11/18,19:00,Sunday
3408,Sants,,,,,,,,1542567902,18/11/18,20:00,Sunday
3409,Eixample,Good,Good,46.0,Good,43.0,Good,13.0,1542567902,18/11/18,20:00,Sunday
3410,Gràcia,Good,Good,58.0,Good,21.0,,,1542567902,18/11/18,20:00,Sunday
3411,Ciutadella,Good,Good,68.0,Good,7.0,,,1542567902,18/11/18,20:00,Sunday
3412,Vall Hebron,Good,Good,38.0,Good,39.0,Good,8.0,1542567902,18/11/18,20:00,Sunday
3413,Palau Reial,Good,Good,46.0,Good,22.0,Good,9.0,1542567902,18/11/18,20:00,Sunday
3414,Poblenou,Good,,,Good,8.0,Good,12.0,1542567902,18/11/18,20:00,Sunday
3415,Observ Fabra,Good,Good,68.0,Good,16.0,Good,6.0,1542567902,18/11/18,20:00,Sunday
3416,Sants,,,,,,,,1542571502,18/11/18,21:00,Sunday
3417,Eixample,Good,Good,53.0,Good,32.0,Good,14.0,1542571502,18/11/18,21:00,Sunday
3418,Gràcia,Good,Good,65.0,Good,14.0,,,1542571502,18/11/18,21:00,Sunday
3419,Ciutadella,Good,Good,70.0,Good,6.0,,,1542571502,18/11/18,21:00,Sunday
3420,Vall Hebron,Good,Good,69.0,Good,13.0,Good,8.0,1542571502,18/11/18,21:00,Sunday
3421,Palau Reial,Good,Good,59.0,Good,11.0,Good,9.0,1542571502,18/11/18,21:00,Sunday
3422,Poblenou,Good,,,Good,7.0,Good,12.0,1542571502,18/11/18,21:00,Sunday
3423,Observ Fabra,Good,Good,78.0,Good,7.0,Good,6.0,1542571502,18/11/18,21:00,Sunday
3424,Sants,,,,,,,,1542575101,18/11/18,22:00,Sunday
3425,Eixample,Good,Good,56.0,Good,30.0,Good,14.0,1542575101,18/11/18,22:00,Sunday
3426,Gràcia,Good,Good,67.0,Good,14.0,,,1542575101,18/11/18,22:00,Sunday
3427,Ciutadella,Good,Good,72.0,Good,6.0,,,1542575101,18/11/18,22:00,Sunday
3428,Vall Hebron,Good,Good,70.0,Good,13.0,Good,8.0,1542575101,18/11/18,22:00,Sunday
3429,Palau Reial,Good,Good,60.0,Good,11.0,Good,9.0,1542575101,18/11/18,22:00,Sunday
3430,Poblenou,Good,,,Good,6.0,Good,13.0,1542575101,18/11/18,22:00,Sunday
3431,Observ Fabra,Good,Good,76.0,Good,10.0,Good,6.0,1542575101,18/11/18,22:00,Sunday
3432,Sants,Good,,,Good,13.0,,,1542578702,18/11/18,23:00,Sunday
3433,Eixample,Good,Good,60.0,Good,24.0,Good,14.0,1542578702,18/11/18,23:00,Sunday
3434,Gràcia,Good,Good,69.0,Good,10.0,,,1542578702,18/11/18,23:00,Sunday
3435,Ciutadella,Good,Good,72.0,Good,5.0,,,1542578702,18/11/18,23:00,Sunday
3436,Vall Hebron,Good,Good,73.0,Good,10.0,Good,8.0,1542578702,18/11/18,23:00,Sunday
3437,Palau Reial,Good,Good,61.0,Good,9.0,Good,10.0,1542578702,18/11/18,23:00,Sunday
3438,Poblenou,Good,,,Good,6.0,Good,14.0,1542578702,18/11/18,23:00,Sunday
3439,Observ Fabra,Good,Good,80.0,Good,6.0,Good,7.0,1542578702,18/11/18,23:00,Sunday
3440,Sants,Good,,,Good,11.0,,,1542582302,19/11/18,0:00,Monday
3441,Eixample,Good,Good,61.0,Good,19.0,Good,15.0,1542582302,19/11/18,0:00,Monday
3442,Gràcia,Good,Good,69.0,Good,9.0,,,1542582302,19/11/18,0:00,Monday
3443,Ciutadella,Good,Good,72.0,Good,5.0,,,1542582302,19/11/18,0:00,Monday
3444,Vall Hebron,Good,Good,72.0,Good,9.0,Good,8.0,1542582302,19/11/18,0:00,Monday
3445,Palau Reial,Good,Good,63.0,Good,6.0,Good,10.0,1542582302,19/11/18,0:00,Monday
3446,Poblenou,Good,,,Good,5.0,Good,15.0,1542582302,19/11/18,0:00,Monday
3447,Observ Fabra,Good,Good,79.0,Good,6.0,Good,7.0,1542582302,19/11/18,0:00,Monday
3448,Sants,Good,,,Good,11.0,,,1542585901,19/11/18,1:00,Monday
3449,Eixample,Good,Good,56.0,Good,22.0,Good,15.0,1542585901,19/11/18,1:00,Monday
3450,Gràcia,Good,Good,65.0,Good,10.0,,,1542585901,19/11/18,1:00,Monday
3451,Ciutadella,Good,Good,71.0,Good,5.0,,,1542585901,19/11/18,1:00,Monday
3452,Vall Hebron,Good,Good,51.0,Good,19.0,Good,9.0,1542585901,19/11/18,1:00,Monday
3453,Palau Reial,Good,Good,57.0,Good,9.0,Good,11.0,1542585901,19/11/18,1:00,Monday
3454,Poblenou,Good,,,Good,13.0,Good,15.0,1542585901,19/11/18,1:00,Monday
3455,Observ Fabra,Good,Good,70.0,Good,9.0,Good,8.0,1542585901,19/11/18,1:00,Monday
3456,Sants,Good,,,Good,12.0,,,1542589502,19/11/18,2:00,Monday
3457,Eixample,Good,Good,56.0,Good,22.0,Good,15.0,1542589502,19/11/18,2:00,Monday
3458,Gràcia,Good,Good,65.0,Good,8.0,,,1542589502,19/11/18,2:00,Monday
3459,Ciutadella,Good,Good,60.0,Good,16.0,,,1542589502,19/11/18,2:00,Monday
3460,Vall Hebron,Good,Good,54.0,Good,15.0,Good,9.0,1542589502,19/11/18,2:00,Monday
3461,Palau Reial,Good,Good,53.0,Good,8.0,Good,11.0,1542589502,19/11/18,2:00,Monday
3462,Poblenou,Good,,,Good,12.0,Good,16.0,1542589502,19/11/18,2:00,Monday
3463,Observ Fabra,Good,Good,71.0,Good,7.0,Good,8.0,1542589502,19/11/18,2:00,Monday
3464,Sants,Good,,,Good,14.0,,,1542593102,19/11/18,3:00,Monday
3465,Eixample,Good,Good,56.0,Good,22.0,Good,16.0,1542593102,19/11/18,3:00,Monday
3466,Gràcia,Good,Good,53.0,Good,12.0,,,1542593102,19/11/18,3:00,Monday
3467,Ciutadella,Good,Good,58.0,Good,15.0,,,1542593102,19/11/18,3:00,Monday
3468,Vall Hebron,Good,Good,57.0,Good,12.0,Good,9.0,1542593102,19/11/18,3:00,Monday
3469,Palau Reial,Good,Good,53.0,Good,7.0,Good,11.0,1542593102,19/11/18,3:00,Monday
3470,Poblenou,Good,,,Good,7.0,Good,16.0,1542593102,19/11/18,3:00,Monday
3471,Observ Fabra,Good,Good,73.0,Good,6.0,Good,8.0,1542593102,19/11/18,3:00,Monday
3472,Sants,Good,,,Good,15.0,,,1542596702,19/11/18,4:00,Monday
3473,Eixample,Good,,,,,Good,16.0,1542596702,19/11/18,4:00,Monday
3474,Gràcia,Good,Good,49.0,Good,13.0,,,1542596702,19/11/18,4:00,Monday
3475,Ciutadella,Good,Good,57.0,Good,13.0,,,1542596702,19/11/18,4:00,Monday
3476,Vall Hebron,Good,Good,58.0,Good,11.0,Good,9.0,1542596702,19/11/18,4:00,Monday
3477,Palau Reial,Good,Good,54.0,Good,6.0,Good,12.0,1542596702,19/11/18,4:00,Monday
3478,Poblenou,Good,,,Good,9.0,Good,17.0,1542596702,19/11/18,4:00,Monday
3479,Observ Fabra,Good,Good,73.0,Good,6.0,Good,8.0,1542596702,19/11/18,4:00,Monday
3480,Sants,Good,,,Good,12.0,,,1542600302,19/11/18,5:00,Monday
3481,Eixample,Good,,,,,Good,17.0,1542600302,19/11/18,5:00,Monday
3482,Gràcia,Good,Good,54.0,Good,10.0,,,1542600302,19/11/18,5:00,Monday
3483,Ciutadella,Good,Good,59.0,Good,8.0,,,1542600302,19/11/18,5:00,Monday
3484,Vall Hebron,Good,Good,57.0,Good,12.0,Good,10.0,1542600302,19/11/18,5:00,Monday
3485,Palau Reial,Good,Good,54.0,Good,7.0,Good,12.0,1542600302,19/11/18,5:00,Monday
3486,Poblenou,Good,,,Good,6.0,Good,17.0,1542600302,19/11/18,5:00,Monday
3487,Observ Fabra,Good,Good,74.0,Good,6.0,Good,9.0,1542600302,19/11/18,5:00,Monday
3488,Sants,Good,,,Good,12.0,,,1542603901,19/11/18,6:00,Monday
3489,Eixample,Good,,,,,Good,17.0,1542603901,19/11/18,6:00,Monday
3490,Gràcia,Good,Good,51.0,Good,12.0,,,1542603901,19/11/18,6:00,Monday
3491,Ciutadella,Good,Good,62.0,Good,6.0,,,1542603901,19/11/18,6:00,Monday
3492,Vall Hebron,Good,Good,63.0,Good,8.0,Good,10.0,1542603901,19/11/18,6:00,Monday
3493,Palau Reial,Good,Good,58.0,Good,4.0,Good,12.0,1542603901,19/11/18,6:00,Monday
3494,Poblenou,Good,,,Good,6.0,Good,17.0,1542603901,19/11/18,6:00,Monday
3495,Observ Fabra,Good,Good,75.0,Good,5.0,Good,9.0,1542603901,19/11/18,6:00,Monday
3496,Sants,Good,,,Good,13.0,,,1542607502,19/11/18,7:00,Monday
3497,Eixample,Good,,,,,Good,18.0,1542607502,19/11/18,7:00,Monday
3498,Gràcia,Good,Good,49.0,Good,16.0,,,1542607502,19/11/18,7:00,Monday
3499,Ciutadella,Good,Good,61.0,Good,10.0,,,1542607502,19/11/18,7:00,Monday
3500,Vall Hebron,Good,Good,57.0,Good,15.0,Good,10.0,1542607502,19/11/18,7:00,Monday
3501,Palau Reial,Good,Good,57.0,Good,6.0,Good,13.0,1542607502,19/11/18,7:00,Monday
3502,Poblenou,Good,,,Good,10.0,Good,17.0,1542607502,19/11/18,7:00,Monday
3503,Observ Fabra,Good,Good,75.0,Good,7.0,Good,9.0,1542607502,19/11/18,7:00,Monday
